[COMET X-RAY MEASUREMENT]
Filename,,C:\CRData\29Oct2020-1-56P.csv
Date,,29/10/2020
Chamber,,PTW 30013 6533
Description,,Standard ratio measurement
Software,,S:\Medical_Rad\Radiotherapy\Ionizing Radiation\IRS Inhouse Software\Twin Weblines LEX and MEX\Twin Webline Comet v8_0-PRODUCTION.vi
Backgrounds,,90
Measurements,,30
Trolley (mm),,1090
SCD (mm),,1000
Aperture wheel,,2 CM
Comment,,Client chamber measurement set 1
Monitor electrometer range,,Medium
Monitor HV,,300
MEFAC-IC electrometer range,,Low
IC HV,,-360
[DATA]
kV,mA,BarCode,XraysOn,HVLFilter(mm),Filter,FilterReady,HVLReady,N,Current1(pA),Current2(pA),P(kPa),T(MC),T(Air),T(SC),H(%),Comment
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,1,-0.100000,0.006000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,2,0.150000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,3,0.150000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,4,0.150000,0.004000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,5,0.000000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,6,0.150000,0.004000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,7,0.200000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,8,0.200000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,9,0.400000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,10,0.300000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,11,0.250000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,12,0.250000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,13,0.200000,0.006000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,14,0.000000,0.006000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,15,0.150000,0.006000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,16,0.200000,0.006000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,17,0.200000,0.006000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,18,0.150000,0.006000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,19,0.000000,0.006000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,20,0.200000,0.006000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,21,0.250000,0.006000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,22,0.200000,0.006000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,23,0.050000,0.006000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,24,0.300000,0.006000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,25,0.350000,0.007000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,26,0.300000,0.006000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,27,0.350000,0.006000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,28,0.150000,0.006000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,29,0.250000,0.006000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,30,0.200000,0.006000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,31,0.250000,0.006000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,32,0.100000,0.006000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,33,0.000000,0.006000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,34,0.000000,0.006000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,35,0.050000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,36,0.200000,0.006000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,37,0.200000,0.006000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,38,0.050000,0.006000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,39,0.150000,0.006000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,40,0.150000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,41,0.250000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,42,0.200000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,43,0.200000,0.006000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,44,0.100000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,45,0.000000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,46,0.150000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,47,0.150000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,48,0.200000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,49,0.250000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,50,0.350000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,51,0.100000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,52,0.200000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,53,0.150000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,54,0.150000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,55,0.000000,0.006000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,56,0.200000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,57,0.000000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,58,0.250000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,59,0.250000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,60,0.300000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,61,0.400000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,62,0.150000,0.004000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,63,0.250000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,64,0.250000,0.006000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,65,0.100000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,66,0.250000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,67,0.250000,0.005000,100.488000,21.957327,21.751395,22.593354,48.238862,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,68,0.200000,0.005000,100.487000,21.960919,21.756090,22.594057,48.182777,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,69,0.000000,0.005000,100.487000,21.960919,21.756090,22.594057,48.182777,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,70,0.000000,0.005000,100.487000,21.960919,21.756090,22.594057,48.182777,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,71,0.150000,0.006000,100.487000,21.960919,21.756090,22.594057,48.182777,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,72,0.050000,0.005000,100.487000,21.960919,21.756090,22.594057,48.182777,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,73,0.050000,0.006000,100.487000,21.960919,21.756090,22.594057,48.182777,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,74,0.000000,0.005000,100.487000,21.960919,21.756090,22.594057,48.182777,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,75,0.000000,0.006000,100.487000,21.960919,21.756090,22.594057,48.182777,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,76,0.100000,0.005000,100.487000,21.960919,21.756090,22.594057,48.182777,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,77,0.200000,0.005000,100.487000,21.960919,21.756090,22.594057,48.182777,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,78,0.000000,0.005000,100.487000,21.960919,21.756090,22.594057,48.182777,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,79,0.200000,0.005000,100.487000,21.960919,21.756090,22.594057,48.182777,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,80,0.150000,0.005000,100.487000,21.960919,21.756090,22.594057,48.182777,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,81,0.000000,0.005000,100.487000,21.960919,21.756090,22.594057,48.182777,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,82,0.200000,0.006000,100.487000,21.960919,21.756090,22.594057,48.182777,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,83,0.000000,0.005000,100.487000,21.960919,21.756090,22.594057,48.182777,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,84,0.200000,0.005000,100.487000,21.960919,21.756090,22.594057,48.182777,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,85,0.200000,0.005000,100.487000,21.960919,21.756090,22.594057,48.182777,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,86,0.000000,0.005000,100.487000,21.960919,21.756090,22.594057,48.182777,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,87,0.200000,0.005000,100.487000,21.960919,21.756090,22.594057,48.182777,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,88,0.300000,0.005000,100.487000,21.960919,21.756090,22.594057,48.182777,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,89,0.000000,0.005000,100.487000,21.960919,21.756090,22.594057,48.182777,Client chamber measurement set 1
40.000000,20.000000,NXB,FALSE,0.000000,NXJ40,FALSE,TRUE,90,0.050000,0.005000,100.487000,21.960919,21.756090,22.594057,48.182777,Client chamber measurement set 1
40.000000,20.000000,NXB,TRUE,0.000000,NXJ40,FALSE,TRUE,1,3750.000000,-36.620000,100.487000,21.960919,21.756090,22.594057,48.182777,Client chamber measurement set 1
40.000000,20.000000,NXB,TRUE,0.000000,NXJ40,FALSE,TRUE,2,3750.000000,-36.630000,100.487000,21.960919,21.756090,22.594057,48.182777,Client chamber measurement set 1
40.000000,20.000000,NXB,TRUE,0.000000,NXJ40,FALSE,TRUE,3,3751.000000,-36.640000,100.487000,21.960919,21.756090,22.594057,48.182777,Client chamber measurement set 1
40.000000,20.000000,NXB,TRUE,0.000000,NXJ40,FALSE,TRUE,4,3751.000000,-36.630000,100.487000,21.960919,21.756090,22.594057,48.182777,Client chamber measurement set 1
40.000000,20.000000,NXB,TRUE,0.000000,NXJ40,FALSE,TRUE,5,3750.000000,-36.640000,100.487000,21.960919,21.756090,22.594057,48.182777,Client chamber measurement set 1
40.000000,20.000000,NXB,TRUE,0.000000,NXJ40,FALSE,TRUE,6,3750.000000,-36.640000,100.487000,21.960919,21.756090,22.594057,48.182777,Client chamber measurement set 1
40.000000,20.000000,NXB,TRUE,0.000000,NXJ40,FALSE,TRUE,7,3749.000000,-36.630000,100.487000,21.960919,21.756090,22.594057,48.182777,Client chamber measurement set 1
40.000000,20.000000,NXB,TRUE,0.000000,NXJ40,FALSE,TRUE,8,3751.000000,-36.640000,100.487000,21.960919,21.756090,22.594057,48.182777,Client chamber measurement set 1
