kV,mA,BarCode,XraysOn,HVLFilter(mm),Filter,FilterReady,HVLReady,N,Current1(pA),Current2(pA),P(kPa),T(MC),T(Air),T(SC),H(%),Comment,,,,Filter,This is the beam identifier. Need this as part of main ID stuff in DB,,,,
150,19.9,NXC,TRUE,0,NXC150,TRUE,TRUE,12,7476,-61.63,100.911,22.99847,23.160721,23.22203,45.684958,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXC,TRUE,0,NXC150,TRUE,TRUE,13,7473,-61.63,100.911,22.99847,23.160721,23.22203,45.684958,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXC,TRUE,0,NXC150,TRUE,TRUE,14,7474,-61.64,100.911,22.99847,23.160721,23.22203,45.684958,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXC,TRUE,0,NXC150,TRUE,TRUE,15,7475,-61.63,100.911,22.99847,23.160721,23.22203,45.684958,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXC,TRUE,0,NXC150,TRUE,TRUE,16,7474,-61.63,100.911,22.99847,23.160721,23.22203,45.684958,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXC,TRUE,0,NXC150,TRUE,TRUE,17,7474,-61.63,100.911,22.99847,23.160721,23.22203,45.684958,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXC,TRUE,0,NXC150,TRUE,TRUE,18,7474,-61.63,100.911,22.99847,23.160721,23.22203,45.684958,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXC,TRUE,0,NXC150,TRUE,TRUE,19,7475,-61.63,100.911,22.99847,23.160721,23.22203,45.684958,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXC,TRUE,0,NXC150,TRUE,TRUE,20,7475,-61.62,100.911,22.99847,23.160721,23.22203,45.684958,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXC,TRUE,0,NXC150,TRUE,TRUE,21,7474,-61.63,100.911,22.99847,23.160721,23.22203,45.684958,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXC,TRUE,0,NXC150,TRUE,TRUE,22,7475,-61.62,100.911,22.99847,23.160721,23.22203,45.684958,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXC,TRUE,0,NXC150,TRUE,TRUE,23,7474,-61.63,100.911,22.99847,23.160721,23.22203,45.684958,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXC,TRUE,0,NXC150,TRUE,TRUE,24,7475,-61.63,100.911,22.99847,23.160721,23.22203,45.684958,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXC,TRUE,0,NXC150,TRUE,TRUE,25,7475,-61.63,100.911,22.99847,23.160721,23.22203,45.684958,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXC,TRUE,0,NXC150,TRUE,TRUE,26,7474,-61.63,100.911,22.99847,23.160721,23.22203,45.684958,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXC,TRUE,0,NXC150,TRUE,TRUE,27,7475,-61.63,100.911,22.99847,23.160721,23.22203,45.684958,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXC,TRUE,0,NXC150,TRUE,TRUE,28,7474,-61.63,100.911,22.99847,23.160721,23.22203,45.684958,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXC,TRUE,0,NXC150,TRUE,TRUE,29,7474,-61.63,100.911,22.99847,23.160721,23.22203,45.684958,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXC,TRUE,0,NXC150,TRUE,TRUE,30,7475,-61.63,100.911,22.99847,23.160721,23.22203,45.684958,QA chamber measurement set 1,,,,,,,,,
100,20,NXD,TRUE,0,NXD100,TRUE,TRUE,1,2363,-17.3,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
100,20,NXD,TRUE,0,NXD100,TRUE,TRUE,2,2363,-17.3,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
100,20,NXD,TRUE,0,NXD100,TRUE,TRUE,3,2363,-17.31,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
100,20,NXD,TRUE,0,NXD100,TRUE,TRUE,4,2362,-17.31,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
100,20,NXD,TRUE,0,NXD100,TRUE,TRUE,5,2362,-17.31,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
100,20,NXD,TRUE,0,NXD100,TRUE,TRUE,6,2362,-17.3,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
100,20,NXD,TRUE,0,NXD100,TRUE,TRUE,7,2363,-17.3,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
100,20,NXD,TRUE,0,NXD100,TRUE,TRUE,8,2362,-17.3,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
100,20,NXD,TRUE,0,NXD100,TRUE,TRUE,9,2362,-17.3,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
100,20,NXD,TRUE,0,NXD100,TRUE,TRUE,10,2362,-17.3,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
100,20,NXD,TRUE,0,NXD100,TRUE,TRUE,11,2362,-17.3,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
100,20,NXD,TRUE,0,NXD100,TRUE,TRUE,12,2363,-17.3,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
100,20,NXD,TRUE,0,NXD100,TRUE,TRUE,13,2362,-17.3,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
100,20,NXD,TRUE,0,NXD100,TRUE,TRUE,14,2362,-17.3,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
100,20,NXD,TRUE,0,NXD100,TRUE,TRUE,15,2362,-17.3,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
100,20,NXD,TRUE,0,NXD100,TRUE,TRUE,16,2363,-17.3,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
100,20,NXD,TRUE,0,NXD100,TRUE,TRUE,17,2362,-17.3,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
100,20,NXD,TRUE,0,NXD100,TRUE,TRUE,18,2362,-17.3,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
100,20,NXD,TRUE,0,NXD100,TRUE,TRUE,19,2363,-17.3,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
100,20,NXD,TRUE,0,NXD100,TRUE,TRUE,20,2363,-17.29,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
100,20,NXD,TRUE,0,NXD100,TRUE,TRUE,21,2363,-17.3,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
100,20,NXD,TRUE,0,NXD100,TRUE,TRUE,22,2362,-17.29,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
100,20,NXD,TRUE,0,NXD100,TRUE,TRUE,23,2362,-17.29,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
100,20,NXD,TRUE,0,NXD100,TRUE,TRUE,24,2363,-17.3,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
100,20,NXD,TRUE,0,NXD100,TRUE,TRUE,25,2362,-17.29,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
100,20,NXD,TRUE,0,NXD100,TRUE,TRUE,26,2363,-17.3,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
100,20,NXD,TRUE,0,NXD100,TRUE,TRUE,27,2362,-17.3,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
100,20,NXD,TRUE,0,NXD100,TRUE,TRUE,28,2362,-17.3,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
100,20,NXD,TRUE,0,NXD100,TRUE,TRUE,29,2363,-17.3,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
100,20,NXD,TRUE,0,NXD100,TRUE,TRUE,30,2362,-17.3,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
120,19.9,NXD,TRUE,0,NXD120,TRUE,TRUE,1,3573,-27.11,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
120,19.9,NXD,TRUE,0,NXD120,TRUE,TRUE,2,3574,-27.12,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
120,19.9,NXD,TRUE,0,NXD120,TRUE,TRUE,3,3574,-27.12,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
120,19.9,NXD,TRUE,0,NXD120,TRUE,TRUE,4,3574,-27.12,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
120,19.9,NXD,TRUE,0,NXD120,TRUE,TRUE,5,3574,-27.13,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
120,19.9,NXD,TRUE,0,NXD120,TRUE,TRUE,6,3574,-27.13,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
120,19.9,NXD,TRUE,0,NXD120,TRUE,TRUE,7,3574,-27.13,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
120,19.9,NXD,TRUE,0,NXD120,TRUE,TRUE,8,3574,-27.13,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
120,19.9,NXD,TRUE,0,NXD120,TRUE,TRUE,9,3575,-27.13,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
120,19.9,NXD,TRUE,0,NXD120,TRUE,TRUE,10,3575,-27.13,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
120,19.9,NXD,TRUE,0,NXD120,TRUE,TRUE,11,3574,-27.13,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
120,19.9,NXD,TRUE,0,NXD120,TRUE,TRUE,12,3574,-27.13,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
120,19.9,NXD,TRUE,0,NXD120,TRUE,TRUE,13,3574,-27.13,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
120,19.9,NXD,TRUE,0,NXD120,TRUE,TRUE,14,3575,-27.14,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
120,19.9,NXD,TRUE,0,NXD120,TRUE,TRUE,15,3574,-27.13,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
120,19.9,NXD,TRUE,0,NXD120,TRUE,TRUE,16,3574,-27.13,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
120,19.9,NXD,TRUE,0,NXD120,TRUE,TRUE,17,3574,-27.13,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
120,19.9,NXD,TRUE,0,NXD120,TRUE,TRUE,18,3574,-27.13,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
120,19.9,NXD,TRUE,0,NXD120,TRUE,TRUE,19,3575,-27.13,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
120,19.9,NXD,TRUE,0,NXD120,TRUE,TRUE,20,3575,-27.14,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
120,19.9,NXD,TRUE,0,NXD120,TRUE,TRUE,21,3575,-27.14,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
120,19.9,NXD,TRUE,0,NXD120,TRUE,TRUE,22,3575,-27.14,100.913,22.994203,23.151762,23.225262,45.685461,QA chamber measurement set 1,,,,,,,,,
120,19.9,NXD,TRUE,0,NXD120,TRUE,TRUE,23,3575,-27.14,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
120,19.9,NXD,TRUE,0,NXD120,TRUE,TRUE,24,3574,-27.14,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
120,19.9,NXD,TRUE,0,NXD120,TRUE,TRUE,25,3574,-27.14,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
120,19.9,NXD,TRUE,0,NXD120,TRUE,TRUE,26,3575,-27.14,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
120,19.9,NXD,TRUE,0,NXD120,TRUE,TRUE,27,3573,-27.14,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
120,19.9,NXD,TRUE,0,NXD120,TRUE,TRUE,28,3574,-27.14,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
120,19.9,NXD,TRUE,0,NXD120,TRUE,TRUE,29,3574,-27.14,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
120,19.9,NXD,TRUE,0,NXD120,TRUE,TRUE,30,3574,-27.14,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
140,19.9,NXD,TRUE,0,NXD140,TRUE,TRUE,1,4940,-38.74,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
140,19.9,NXD,TRUE,0,NXD140,TRUE,TRUE,2,4938,-38.74,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
140,19.9,NXD,TRUE,0,NXD140,TRUE,TRUE,3,4939,-38.73,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
140,19.9,NXD,TRUE,0,NXD140,TRUE,TRUE,4,4938,-38.73,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
140,19.9,NXD,TRUE,0,NXD140,TRUE,TRUE,5,4939,-38.74,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
140,19.9,NXD,TRUE,0,NXD140,TRUE,TRUE,6,4940,-38.73,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
140,19.9,NXD,TRUE,0,NXD140,TRUE,TRUE,7,4939,-38.74,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
140,19.9,NXD,TRUE,0,NXD140,TRUE,TRUE,8,4940,-38.74,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
140,19.9,NXD,TRUE,0,NXD140,TRUE,TRUE,9,4938,-38.74,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
140,19.9,NXD,TRUE,0,NXD140,TRUE,TRUE,10,4938,-38.75,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
140,19.9,NXD,TRUE,0,NXD140,TRUE,TRUE,11,4940,-38.74,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
140,19.9,NXD,TRUE,0,NXD140,TRUE,TRUE,12,4938,-38.75,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
140,19.9,NXD,TRUE,0,NXD140,TRUE,TRUE,13,4939,-38.75,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
140,19.9,NXD,TRUE,0,NXD140,TRUE,TRUE,14,4938,-38.75,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
140,19.9,NXD,TRUE,0,NXD140,TRUE,TRUE,15,4938,-38.75,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
140,19.9,NXD,TRUE,0,NXD140,TRUE,TRUE,16,4939,-38.75,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
140,19.9,NXD,TRUE,0,NXD140,TRUE,TRUE,17,4939,-38.75,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
140,19.9,NXD,TRUE,0,NXD140,TRUE,TRUE,18,4940,-38.75,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
140,19.9,NXD,TRUE,0,NXD140,TRUE,TRUE,19,4939,-38.75,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
140,19.9,NXD,TRUE,0,NXD140,TRUE,TRUE,20,4940,-38.75,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
140,19.9,NXD,TRUE,0,NXD140,TRUE,TRUE,21,4940,-38.75,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
140,19.9,NXD,TRUE,0,NXD140,TRUE,TRUE,22,4940,-38.75,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
140,19.9,NXD,TRUE,0,NXD140,TRUE,TRUE,23,4939,-38.75,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
140,19.9,NXD,TRUE,0,NXD140,TRUE,TRUE,24,4940,-38.75,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
140,19.9,NXD,TRUE,0,NXD140,TRUE,TRUE,25,4939,-38.75,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
140,19.9,NXD,TRUE,0,NXD140,TRUE,TRUE,26,4940,-38.74,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
140,19.9,NXD,TRUE,0,NXD140,TRUE,TRUE,27,4939,-38.74,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
140,19.9,NXD,TRUE,0,NXD140,TRUE,TRUE,28,4939,-38.74,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
140,19.9,NXD,TRUE,0,NXD140,TRUE,TRUE,29,4939,-38.74,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
140,19.9,NXD,TRUE,0,NXD140,TRUE,TRUE,30,4941,-38.74,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXD,TRUE,0,NXD150,TRUE,TRUE,1,5681,-45.25,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXD,TRUE,0,NXD150,TRUE,TRUE,2,5680,-45.25,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXD,TRUE,0,NXD150,TRUE,TRUE,3,5681,-45.24,100.915,22.997936,23.158991,23.228574,45.678693,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXD,TRUE,0,NXD150,TRUE,TRUE,4,5681,-45.24,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXD,TRUE,0,NXD150,TRUE,TRUE,5,5681,-45.24,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXD,TRUE,0,NXD150,TRUE,TRUE,6,5680,-45.24,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXD,TRUE,0,NXD150,TRUE,TRUE,7,5681,-45.24,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXD,TRUE,0,NXD150,TRUE,TRUE,8,5680,-45.24,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXD,TRUE,0,NXD150,TRUE,TRUE,9,5681,-45.25,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXD,TRUE,0,NXD150,TRUE,TRUE,10,5680,-45.25,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXD,TRUE,0,NXD150,TRUE,TRUE,11,5680,-45.25,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXD,TRUE,0,NXD150,TRUE,TRUE,12,5680,-45.26,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXD,TRUE,0,NXD150,TRUE,TRUE,13,5680,-45.26,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXD,TRUE,0,NXD150,TRUE,TRUE,14,5679,-45.26,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXD,TRUE,0,NXD150,TRUE,TRUE,15,5682,-45.26,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXD,TRUE,0,NXD150,TRUE,TRUE,16,5680,-45.26,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXD,TRUE,0,NXD150,TRUE,TRUE,17,5681,-45.25,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXD,TRUE,0,NXD150,TRUE,TRUE,18,5680,-45.26,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXD,TRUE,0,NXD150,TRUE,TRUE,19,5681,-45.26,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXD,TRUE,0,NXD150,TRUE,TRUE,20,5680,-45.25,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXD,TRUE,0,NXD150,TRUE,TRUE,21,5680,-45.26,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXD,TRUE,0,NXD150,TRUE,TRUE,22,5680,-45.26,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXD,TRUE,0,NXD150,TRUE,TRUE,23,5680,-45.25,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXD,TRUE,0,NXD150,TRUE,TRUE,24,5680,-45.25,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXD,TRUE,0,NXD150,TRUE,TRUE,25,5681,-45.26,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXD,TRUE,0,NXD150,TRUE,TRUE,26,5681,-45.25,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXD,TRUE,0,NXD150,TRUE,TRUE,27,5681,-45.26,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXD,TRUE,0,NXD150,TRUE,TRUE,28,5680,-45.26,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXD,TRUE,0,NXD150,TRUE,TRUE,29,5681,-45.25,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
150,19.9,NXD,TRUE,0,NXD150,TRUE,TRUE,30,5680,-45.25,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
200,15,NXD,TRUE,0,NXD200,TRUE,TRUE,1,7426,-63.08,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
200,15,NXD,TRUE,0,NXD200,TRUE,TRUE,2,7427,-63.09,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
200,15,NXD,TRUE,0,NXD200,TRUE,TRUE,3,7427,-63.09,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
200,15,NXD,TRUE,0,NXD200,TRUE,TRUE,4,7425,-63.08,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
200,15,NXD,TRUE,0,NXD200,TRUE,TRUE,5,7426,-63.08,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
200,15,NXD,TRUE,0,NXD200,TRUE,TRUE,6,7427,-63.08,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
200,15,NXD,TRUE,0,NXD200,TRUE,TRUE,7,7426,-63.08,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
200,15,NXD,TRUE,0,NXD200,TRUE,TRUE,8,7426,-63.07,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
200,15,NXD,TRUE,0,NXD200,TRUE,TRUE,9,7426,-63.07,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
200,15,NXD,TRUE,0,NXD200,TRUE,TRUE,10,7428,-63.07,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
200,15,NXD,TRUE,0,NXD200,TRUE,TRUE,11,7426,-63.07,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
200,15,NXD,TRUE,0,NXD200,TRUE,TRUE,12,7426,-63.08,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
200,15,NXD,TRUE,0,NXD200,TRUE,TRUE,13,7426,-63.07,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
200,15,NXD,TRUE,0,NXD200,TRUE,TRUE,14,7427,-63.07,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
200,15,NXD,TRUE,0,NXD200,TRUE,TRUE,15,7426,-63.07,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
200,15,NXD,TRUE,0,NXD200,TRUE,TRUE,16,7427,-63.07,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
200,15,NXD,TRUE,0,NXD200,TRUE,TRUE,17,7425,-63.07,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
200,15,NXD,TRUE,0,NXD200,TRUE,TRUE,18,7426,-63.07,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
200,15,NXD,TRUE,0,NXD200,TRUE,TRUE,19,7426,-63.08,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
200,15,NXD,TRUE,0,NXD200,TRUE,TRUE,20,7425,-63.07,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
200,15,NXD,TRUE,0,NXD200,TRUE,TRUE,21,7425,-63.08,100.914,23.015966,23.165158,23.232939,45.692569,QA chamber measurement set 1,,,,,,,,,
