kV,mA,BarCode,XraysOn,HVLFilter(mm),Filter,FilterReady,HVLReady,N,Current1(pA),Current2(pA),P(kPa),T(MC),T(Air),T(SC),H(%),Comment,,,,Filter,This is the beam identifier. Need this as part of main ID stuff in DB,,,,
40,20,NXA,TRUE,0,NXA40,TRUE,TRUE,14,435.3,-3.951,100.944,22.951937,23.101942,23.184281,45.405221,QA chamber measurement set 1,,,,,,,,,
40,20,NXA,TRUE,0,NXA40,TRUE,TRUE,15,436.1,-3.951,100.944,22.951937,23.101942,23.184281,45.405221,QA chamber measurement set 1,,,,,,,,,
40,20,NXA,TRUE,0,NXA40,TRUE,TRUE,16,435,-3.95,100.944,22.951937,23.101942,23.184281,45.405221,QA chamber measurement set 1,,,,,,,,,
40,20,NXA,TRUE,0,NXA40,TRUE,TRUE,17,435.8,-3.951,100.944,22.951937,23.101942,23.184281,45.405221,QA chamber measurement set 1,,,,,,,,,
40,20,NXA,TRUE,0,NXA40,TRUE,TRUE,18,436.1,-3.949,100.944,22.951937,23.101942,23.184281,45.405221,QA chamber measurement set 1,,,,,,,,,
40,20,NXA,TRUE,0,NXA40,TRUE,TRUE,19,435.8,-3.95,100.944,22.951937,23.101942,23.184281,45.405221,QA chamber measurement set 1,,,,,,,,,
40,20,NXA,TRUE,0,NXA40,TRUE,TRUE,20,435.9,-3.951,100.944,22.951937,23.101942,23.184281,45.405221,QA chamber measurement set 1,,,,,,,,,
40,20,NXA,TRUE,0,NXA40,TRUE,TRUE,21,435.6,-3.951,100.944,22.951937,23.101942,23.184281,45.405221,QA chamber measurement set 1,,,,,,,,,
40,20,NXA,TRUE,0,NXA40,TRUE,TRUE,22,436,-3.951,100.944,22.951937,23.101942,23.184281,45.405221,QA chamber measurement set 1,,,,,,,,,
40,20,NXA,TRUE,0,NXA40,TRUE,TRUE,23,435.6,-3.952,100.944,22.951937,23.101942,23.184281,45.405221,QA chamber measurement set 1,,,,,,,,,
40,20,NXA,TRUE,0,NXA40,TRUE,TRUE,24,435.7,-3.953,100.944,22.951937,23.101942,23.184281,45.405221,QA chamber measurement set 1,,,,,,,,,
40,20,NXA,TRUE,0,NXA40,TRUE,TRUE,25,435.8,-3.952,100.944,22.951937,23.101942,23.184281,45.405221,QA chamber measurement set 1,,,,,,,,,
40,20,NXA,TRUE,0,NXA40,TRUE,TRUE,26,435.5,-3.952,100.944,22.951937,23.101942,23.184281,45.405221,QA chamber measurement set 1,,,,,,,,,
40,20,NXA,TRUE,0,NXA40,TRUE,TRUE,27,435.7,-3.953,100.944,22.951937,23.101942,23.184281,45.405221,QA chamber measurement set 1,,,,,,,,,
40,20,NXA,TRUE,0,NXA40,TRUE,TRUE,28,435.7,-3.953,100.944,22.951937,23.101942,23.184281,45.405221,QA chamber measurement set 1,,,,,,,,,
40,20,NXA,TRUE,0,NXA40,TRUE,TRUE,29,435.8,-3.951,100.944,22.951937,23.101942,23.184281,45.405221,QA chamber measurement set 1,,,,,,,,,
40,20,NXA,TRUE,0,NXA40,TRUE,TRUE,30,435.7,-3.951,100.944,22.951937,23.101942,23.184281,45.405221,QA chamber measurement set 1,,,,,,,,,
50,20,NXA,TRUE,0,NXA50,TRUE,TRUE,1,925.5,-7.85,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
50,20,NXA,TRUE,0,NXA50,TRUE,TRUE,2,925,-7.851,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
50,20,NXA,TRUE,0,NXA50,TRUE,TRUE,3,924.9,-7.851,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
50,20,NXA,TRUE,0,NXA50,TRUE,TRUE,4,925,-7.853,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
50,20,NXA,TRUE,0,NXA50,TRUE,TRUE,5,925.2,-7.855,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
50,20,NXA,TRUE,0,NXA50,TRUE,TRUE,6,925.5,-7.857,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
50,20,NXA,TRUE,0,NXA50,TRUE,TRUE,7,926.3,-7.854,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
50,20,NXA,TRUE,0,NXA50,TRUE,TRUE,8,925.6,-7.857,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
50,20,NXA,TRUE,0,NXA50,TRUE,TRUE,9,925.8,-7.86,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
50,20,NXA,TRUE,0,NXA50,TRUE,TRUE,10,925.7,-7.859,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
50,20,NXA,TRUE,0,NXA50,TRUE,TRUE,11,925.9,-7.857,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
50,20,NXA,TRUE,0,NXA50,TRUE,TRUE,12,926.3,-7.859,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
50,20,NXA,TRUE,0,NXA50,TRUE,TRUE,13,925.8,-7.863,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
50,20,NXA,TRUE,0,NXA50,TRUE,TRUE,14,925.6,-7.86,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
50,20,NXA,TRUE,0,NXA50,TRUE,TRUE,15,925.4,-7.859,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
50,20,NXA,TRUE,0,NXA50,TRUE,TRUE,16,925.8,-7.861,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
50,20,NXA,TRUE,0,NXA50,TRUE,TRUE,17,926,-7.863,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
50,20,NXA,TRUE,0,NXA50,TRUE,TRUE,18,925.5,-7.863,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
50,20,NXA,TRUE,0,NXA50,TRUE,TRUE,19,926.7,-7.865,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
50,20,NXA,TRUE,0,NXA50,TRUE,TRUE,20,925.8,-7.863,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
50,20,NXA,TRUE,0,NXA50,TRUE,TRUE,21,926.2,-7.864,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
50,20,NXA,TRUE,0,NXA50,TRUE,TRUE,22,925.8,-7.862,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
50,20,NXA,TRUE,0,NXA50,TRUE,TRUE,23,926.4,-7.862,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
50,20,NXA,TRUE,0,NXA50,TRUE,TRUE,24,926.3,-7.862,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
50,20,NXA,TRUE,0,NXA50,TRUE,TRUE,25,925.9,-7.863,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
50,20,NXA,TRUE,0,NXA50,TRUE,TRUE,26,926.3,-7.864,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
50,20,NXA,TRUE,0,NXA50,TRUE,TRUE,27,925.9,-7.864,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
50,20,NXA,TRUE,0,NXA50,TRUE,TRUE,28,926.3,-7.864,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
50,20,NXA,TRUE,0,NXA50,TRUE,TRUE,29,926.8,-7.865,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
50,20,NXA,TRUE,0,NXA50,TRUE,TRUE,30,926.1,-7.862,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
60,20,NXA,TRUE,0,NXA60,TRUE,TRUE,1,1516,-12.43,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
60,20,NXA,TRUE,0,NXA60,TRUE,TRUE,2,1517,-12.43,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
60,20,NXA,TRUE,0,NXA60,TRUE,TRUE,3,1516,-12.44,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
60,20,NXA,TRUE,0,NXA60,TRUE,TRUE,4,1517,-12.44,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
60,20,NXA,TRUE,0,NXA60,TRUE,TRUE,5,1515,-12.44,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
60,20,NXA,TRUE,0,NXA60,TRUE,TRUE,6,1516,-12.44,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
60,20,NXA,TRUE,0,NXA60,TRUE,TRUE,7,1516,-12.44,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
60,20,NXA,TRUE,0,NXA60,TRUE,TRUE,8,1516,-12.44,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
60,20,NXA,TRUE,0,NXA60,TRUE,TRUE,9,1516,-12.44,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
60,20,NXA,TRUE,0,NXA60,TRUE,TRUE,10,1516,-12.44,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
60,20,NXA,TRUE,0,NXA60,TRUE,TRUE,11,1516,-12.44,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
60,20,NXA,TRUE,0,NXA60,TRUE,TRUE,12,1516,-12.43,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
60,20,NXA,TRUE,0,NXA60,TRUE,TRUE,13,1517,-12.43,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
60,20,NXA,TRUE,0,NXA60,TRUE,TRUE,14,1517,-12.43,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
60,20,NXA,TRUE,0,NXA60,TRUE,TRUE,15,1516,-12.43,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
60,20,NXA,TRUE,0,NXA60,TRUE,TRUE,16,1517,-12.43,100.943,22.97151,23.116023,23.188813,45.425445,QA chamber measurement set 1,,,,,,,,,
60,20,NXA,TRUE,0,NXA60,TRUE,TRUE,17,1516,-12.44,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
60,20,NXA,TRUE,0,NXA60,TRUE,TRUE,18,1516,-12.44,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
60,20,NXA,TRUE,0,NXA60,TRUE,TRUE,19,1516,-12.43,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
60,20,NXA,TRUE,0,NXA60,TRUE,TRUE,20,1516,-12.44,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
60,20,NXA,TRUE,0,NXA60,TRUE,TRUE,21,1517,-12.44,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
60,20,NXA,TRUE,0,NXA60,TRUE,TRUE,22,1517,-12.44,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
60,20,NXA,TRUE,0,NXA60,TRUE,TRUE,23,1517,-12.43,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
60,20,NXA,TRUE,0,NXA60,TRUE,TRUE,24,1516,-12.44,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
60,20,NXA,TRUE,0,NXA60,TRUE,TRUE,25,1516,-12.44,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
60,20,NXA,TRUE,0,NXA60,TRUE,TRUE,26,1517,-12.44,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
60,20,NXA,TRUE,0,NXA60,TRUE,TRUE,27,1516,-12.44,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
60,20,NXA,TRUE,0,NXA60,TRUE,TRUE,28,1517,-12.44,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
60,20,NXA,TRUE,0,NXA60,TRUE,TRUE,29,1517,-12.44,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
60,20,NXA,TRUE,0,NXA60,TRUE,TRUE,30,1517,-12.44,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
70,20,NXA,TRUE,0,NXA70,TRUE,TRUE,1,2161,-17.47,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
70,20,NXA,TRUE,0,NXA70,TRUE,TRUE,2,2160,-17.47,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
70,20,NXA,TRUE,0,NXA70,TRUE,TRUE,3,2161,-17.47,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
70,20,NXA,TRUE,0,NXA70,TRUE,TRUE,4,2160,-17.47,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
70,20,NXA,TRUE,0,NXA70,TRUE,TRUE,5,2161,-17.47,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
70,20,NXA,TRUE,0,NXA70,TRUE,TRUE,6,2161,-17.46,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
70,20,NXA,TRUE,0,NXA70,TRUE,TRUE,7,2160,-17.46,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
70,20,NXA,TRUE,0,NXA70,TRUE,TRUE,8,2160,-17.47,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
70,20,NXA,TRUE,0,NXA70,TRUE,TRUE,9,2160,-17.47,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
70,20,NXA,TRUE,0,NXA70,TRUE,TRUE,10,2160,-17.47,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
70,20,NXA,TRUE,0,NXA70,TRUE,TRUE,11,2162,-17.48,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
70,20,NXA,TRUE,0,NXA70,TRUE,TRUE,12,2161,-17.48,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
70,20,NXA,TRUE,0,NXA70,TRUE,TRUE,13,2162,-17.48,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
70,20,NXA,TRUE,0,NXA70,TRUE,TRUE,14,2161,-17.48,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
70,20,NXA,TRUE,0,NXA70,TRUE,TRUE,15,2161,-17.48,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
70,20,NXA,TRUE,0,NXA70,TRUE,TRUE,16,2161,-17.49,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
70,20,NXA,TRUE,0,NXA70,TRUE,TRUE,17,2161,-17.49,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
70,20,NXA,TRUE,0,NXA70,TRUE,TRUE,18,2162,-17.49,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
70,20,NXA,TRUE,0,NXA70,TRUE,TRUE,19,2161,-17.49,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
70,20,NXA,TRUE,0,NXA70,TRUE,TRUE,20,2161,-17.49,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
70,20,NXA,TRUE,0,NXA70,TRUE,TRUE,21,2161,-17.5,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
70,20,NXA,TRUE,0,NXA70,TRUE,TRUE,22,2161,-17.5,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
70,20,NXA,TRUE,0,NXA70,TRUE,TRUE,23,2162,-17.5,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
70,20,NXA,TRUE,0,NXA70,TRUE,TRUE,24,2162,-17.5,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
70,20,NXA,TRUE,0,NXA70,TRUE,TRUE,25,2161,-17.5,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
70,20,NXA,TRUE,0,NXA70,TRUE,TRUE,26,2161,-17.5,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
70,20,NXA,TRUE,0,NXA70,TRUE,TRUE,27,2161,-17.5,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
70,20,NXA,TRUE,0,NXA70,TRUE,TRUE,28,2161,-17.5,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
70,20,NXA,TRUE,0,NXA70,TRUE,TRUE,29,2161,-17.49,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
70,20,NXA,TRUE,0,NXA70,TRUE,TRUE,30,2162,-17.49,100.939,22.971213,23.126191,23.192127,45.508617,QA chamber measurement set 1,,,,,,,,,
80,20,NXA,TRUE,0,NXA80,TRUE,TRUE,1,2892,-23.32,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
80,20,NXA,TRUE,0,NXA80,TRUE,TRUE,2,2892,-23.32,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
80,20,NXA,TRUE,0,NXA80,TRUE,TRUE,3,2893,-23.33,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
80,20,NXA,TRUE,0,NXA80,TRUE,TRUE,4,2892,-23.33,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
80,20,NXA,TRUE,0,NXA80,TRUE,TRUE,5,2893,-23.34,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
80,20,NXA,TRUE,0,NXA80,TRUE,TRUE,6,2892,-23.33,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
80,20,NXA,TRUE,0,NXA80,TRUE,TRUE,7,2893,-23.33,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
80,20,NXA,TRUE,0,NXA80,TRUE,TRUE,8,2893,-23.34,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
80,20,NXA,TRUE,0,NXA80,TRUE,TRUE,9,2892,-23.35,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
80,20,NXA,TRUE,0,NXA80,TRUE,TRUE,10,2892,-23.35,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
80,20,NXA,TRUE,0,NXA80,TRUE,TRUE,11,2892,-23.35,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
80,20,NXA,TRUE,0,NXA80,TRUE,TRUE,12,2892,-23.35,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
80,20,NXA,TRUE,0,NXA80,TRUE,TRUE,13,2892,-23.35,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
80,20,NXA,TRUE,0,NXA80,TRUE,TRUE,14,2892,-23.35,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
80,20,NXA,TRUE,0,NXA80,TRUE,TRUE,15,2893,-23.36,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
80,20,NXA,TRUE,0,NXA80,TRUE,TRUE,16,2893,-23.36,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
80,20,NXA,TRUE,0,NXA80,TRUE,TRUE,17,2893,-23.36,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
80,20,NXA,TRUE,0,NXA80,TRUE,TRUE,18,2892,-23.36,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
80,20,NXA,TRUE,0,NXA80,TRUE,TRUE,19,2893,-23.36,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
80,20,NXA,TRUE,0,NXA80,TRUE,TRUE,20,2893,-23.36,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
80,20,NXA,TRUE,0,NXA80,TRUE,TRUE,21,2893,-23.36,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
80,20,NXA,TRUE,0,NXA80,TRUE,TRUE,22,2893,-23.36,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
80,20,NXA,TRUE,0,NXA80,TRUE,TRUE,23,2892,-23.36,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
80,20,NXA,TRUE,0,NXA80,TRUE,TRUE,24,2893,-23.36,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
80,20,NXA,TRUE,0,NXA80,TRUE,TRUE,25,2893,-23.36,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
80,20,NXA,TRUE,0,NXA80,TRUE,TRUE,26,2892,-23.36,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
80,20,NXA,TRUE,0,NXA80,TRUE,TRUE,27,2893,-23.36,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
80,20,NXA,TRUE,0,NXA80,TRUE,TRUE,28,2892,-23.36,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
80,20,NXA,TRUE,0,NXA80,TRUE,TRUE,29,2893,-23.36,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
80,20,NXA,TRUE,0,NXA80,TRUE,TRUE,30,2893,-23.36,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
90,20,NXA,TRUE,0,NXA90,TRUE,TRUE,1,3692,-29.91,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
90,20,NXA,TRUE,0,NXA90,TRUE,TRUE,2,3692,-29.9,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
90,20,NXA,TRUE,0,NXA90,TRUE,TRUE,3,3692,-29.91,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
90,20,NXA,TRUE,0,NXA90,TRUE,TRUE,4,3692,-29.9,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
90,20,NXA,TRUE,0,NXA90,TRUE,TRUE,5,3692,-29.9,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
90,20,NXA,TRUE,0,NXA90,TRUE,TRUE,6,3692,-29.9,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
90,20,NXA,TRUE,0,NXA90,TRUE,TRUE,7,3692,-29.9,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
90,20,NXA,TRUE,0,NXA90,TRUE,TRUE,8,3692,-29.9,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
90,20,NXA,TRUE,0,NXA90,TRUE,TRUE,9,3693,-29.9,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
90,20,NXA,TRUE,0,NXA90,TRUE,TRUE,10,3693,-29.9,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
90,20,NXA,TRUE,0,NXA90,TRUE,TRUE,11,3692,-29.9,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
90,20,NXA,TRUE,0,NXA90,TRUE,TRUE,12,3692,-29.9,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
90,20,NXA,TRUE,0,NXA90,TRUE,TRUE,13,3692,-29.9,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
90,20,NXA,TRUE,0,NXA90,TRUE,TRUE,14,3692,-29.9,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
90,20,NXA,TRUE,0,NXA90,TRUE,TRUE,15,3693,-29.9,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
90,20,NXA,TRUE,0,NXA90,TRUE,TRUE,16,3693,-29.91,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
90,20,NXA,TRUE,0,NXA90,TRUE,TRUE,17,3694,-29.9,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
90,20,NXA,TRUE,0,NXA90,TRUE,TRUE,18,3692,-29.9,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
90,20,NXA,TRUE,0,NXA90,TRUE,TRUE,19,3692,-29.9,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
90,20,NXA,TRUE,0,NXA90,TRUE,TRUE,20,3692,-29.9,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
90,20,NXA,TRUE,0,NXA90,TRUE,TRUE,21,3693,-29.9,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
90,20,NXA,TRUE,0,NXA90,TRUE,TRUE,22,3694,-29.9,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
90,20,NXA,TRUE,0,NXA90,TRUE,TRUE,23,3692,-29.9,100.933,22.974158,23.132166,23.196508,45.571095,QA chamber measurement set 1,,,,,,,,,
90,20,NXA,TRUE,0,NXA90,TRUE,TRUE,24,3693,-29.9,100.925,22.974519,23.140196,23.199608,45.596546,QA chamber measurement set 1,,,,,,,,,
90,20,NXA,TRUE,0,NXA90,TRUE,TRUE,25,3692,-29.9,100.925,22.974519,23.140196,23.199608,45.596546,QA chamber measurement set 1,,,,,,,,,
